VIVA - RAUNA SZIL,,,,,,,,-
KONYHAMALAC,,,,,,,,VENTO - ANTRACIT
CONCERT,,,,,,,,-
GÉP TÍPUSA,GYÁRTÓ,MODELL,CIKKSZÁM,LEÉRTÉKELT SZÁM,MÉRET,SZÍN,,-
SÜTŐ,ELECTROLUX,EOF4P56X,AE00217AKC,L14962,,INOX,,CONCERT
MIKRÓHULLÁMÚ,,,,,,,,CONCERT
FŐZŐLAP,ELECTROLUX,EHF6547FXK,AE00055AKC,L14962,,FEKETE,,CONCERT
ELSZÍVÓ,ELECTROLUX,LFP326S,AE00203AKC,L14965,BEÉPÍTETT 60,INOX,,CONCERT
HŰTŐ,LIEBHERR,RDSFD5220,ALI0015AKC,L13940,,INOX,,CONCERT
BORHŰTŐ,,,,,,,,CONCERT
SOKKOLÓ HŰTŐ,,,,,,,,CONCERT
KÁVÉFŐZŐ,,,,,,,,CONCERT
MOSOGATÓGÉP,ELECTROLUX,EEA12100L,AE00187AKC,L14964,60,NEM LÁTSZÓ,,CONCERT
MOSÓGÉP,,,,,,,,CONCERT
SZÁRÍTÓGÉP,,,,,,,,CONCERT
MOSOGATÓTÁLCA,BLANCO,LEGRA 8,DEBL00217,L14963,,ANTRACIT,,CONCERT
CSAPTELEP,BLANCO,LINUS-S,DEBL00089,L14963,,ANTRACIT,,CONCERT
SZAPPANADAGOLÓ,,,,,,,,CONCERT
VÍZTISZTÍTÓ,,,,,,,,CONCERT
HULLADÉKTÁROLÓ,,,,,,,,CONCERT
HULLADÉKTÁROLÓ,,,,,,,,CONCERT
KONYHAMALAC,,,,,,,,CONCERT
ETRIM,,,,,,,,-
GÉP TÍPUSA,GYÁRTÓ,MODELL,CIKKSZÁM,LEÉRTÉKELT SZÁM,MÉRET,SZÍN,,-
SÜTŐ,CATA,MDS 8007 BK,DMCMDS8007BK,,,FEKETE,,ETRIM
MIKRÓHULLÁMÚ,NODOR,NORCHEF MW25DGDB,DMNNCMW25DGDB,,,FEKETE,,ETRIM
FŐZŐLAP,CATA,GI-6004 X,DMCAGI6004X,L14342,,INOX,,ETRIM
ELSZÍVÓ,DAVOLINE,RAVENPROBLACK 60,DMDRPB60,L14343,60,FEKETE,,ETRIM
HŰTŐ,BEKO,BCHA-275K3SN,ABE0148AKC,L14838,,NEM LÁTSZÓ,,ETRIM
BORHŰTŐ,,,,,,,,ETRIM
SOKKOLÓ HŰTŐ,,,,,,,,ETRIM
KÁVÉFŐZŐ,,,,,,,,ETRIM
MOSOGATÓGÉP,CATA,LVI 46010,DMCLVI46010,,45,NEM LÁTSZÓ,,ETRIM
MOSÓGÉP,,,,,,,,ETRIM
SZÁRÍTÓGÉP,,,,,,,,ETRIM
MOSOGATÓTÁLCA,ELLECI,EASY 300,DMELEASY300,,,FEKETE,,ETRIM
CSAPTELEP,ELLECI,SHELL,DMELSHELLGR,,,FEKETE,,ETRIM
SZAPPANADAGOLÓ,,,,,,,,ETRIM
VÍZTISZTÍTÓ,,,,,,,,ETRIM
HULLADÉKTÁROLÓ,EKOTECH,FREEJAZZ 60,DMETFREEJ6056,,,NEM LÁTSZÓ,,ETRIM
HULLADÉKTÁROLÓ,,,,,,,,ETRIM
KONYHAMALAC,,,,,,,,ETRIM
TERRA,,,,,,,,-
GÉP TÍPUSA,GYÁRTÓ,MODELL,CIKKSZÁM,LEÉRTÉKELT SZÁM,MÉRET,SZÍN,,-
SÜTŐ,AEG,BES351111M,AAE0070AKC,,,INOX,,TERRA
MIKRÓHULLÁMÚ,,,,,,,,TERRA
FŐZŐLAP,AEG,IKB64413FB,AAE0077AKC,,,INOX,,TERRA
ELSZÍVÓ,GORENJE,TH60E3X,AG00157AKC,,BEÉPÍTETT 60,INOX,,TERRA
HŰTŐ,AEG,SCB618F3LS,AAE0069AKC,L14341,,NEM LÁTSZÓ,,TERRA
BORHŰTŐ,,,,,,,,TERRA
SOKKOLÓ HŰTŐ,,,,,,,,TERRA
KÁVÉFŐZŐ,,,,,,,,TERRA
MOSOGATÓGÉP,AEG,FSB53907Z,AAE0076AKC,,60,NEM LÁTSZÓ,,TERRA
MOSÓGÉP,,,,,,,,TERRA
SZÁRÍTÓGÉP,,,,,,,,TERRA
MOSOGATÓTÁLCA,BLANCO,LEGRA 6,DEBL00106,,,FEKETE,,TERRA
CSAPTELEP,BLANCO,MILI,DEBL00182,,,FEKETE,,TERRA
SZAPPANADAGOLÓ,,,,,,,,TERRA
VÍZTISZTÍTÓ,,,,,,,,TERRA
HULLADÉKTÁROLÓ,,,,,,,,TERRA
HULLADÉKTÁROLÓ,,,,,,,,TERRA
KONYHAMALAC,,,,,,,,TERRA
